State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population
Madhya Pradesh,Jabalpur,2018-07-09,2018,7,Car,Battery Electric (BEV),BYD,1,11.0,85000000
Madhya Pradesh,Jabalpur,2022-05-20,2022,5,2W,Battery Electric (BEV),Ola Electric,25,17.0,85000000
Karnataka,Mangaluru,2019-03-16,2019,3,Car,Battery Electric (BEV),MG Motor,2,47.0,67000000
Karnataka,Mangaluru,2021-01-10,2021,1,Bus,Battery Electric (BEV),Tata Motors,0,43.0,67000000
West Bengal,Siliguri,2018-07-25,2018,7,Commercial,Battery Electric (BEV),Mahindra Electric,0,13.0,99000000
Odisha,Rourkela,2023-07-06,2023,7,Commercial,Battery Electric (BEV),Ashok Leyland,0,33.0,46000000
Kerala,Ernakulam,2022-02-06,2022,2,2W,Battery Electric (BEV),Bajaj Auto,7,59.0,35000000
Uttar Pradesh,Ghaziabad,2022-05-23,2022,5,Car,Plug-in Hybrid (PHEV),BYD,41,49.0,231000000
Andhra Pradesh,Guntur,2024-07-10,2024,7,2W,Plug-in Hybrid (PHEV),Ather Energy,30,35.0,53000000
Jammu and Kashmir,Srinagar,2020-02-04,2020,2,2W,Battery Electric (BEV),Hero Electric,0,16.0,13000000
Kerala,Thiruvananthapuram,2022-01-14,2022,1,2W,Battery Electric (BEV),Bajaj Auto,7,30.0,35000000
Punjab,Amritsar,2024-03-20,2024,3,Commercial,Battery Electric (BEV),Eicher Motors,1,81.0,30000000
Goa,South Goa,2024-03-03,2024,3,3W,Battery Electric (BEV),Piaggio,0,38.0,1600000
Haryana,Gurugram,2023-02-09,2023,2,Commercial,Battery Electric (BEV),Tata Motors,1 ,68.0,30000000
Maharashtra,Mumbai City,2024-11-24,2024,11,2W,Battery Electric (BEV),Bajaj Auto,128,142.0,123000000
Goa,North Goa,2023-11-10,2023,11,Bus,Battery Electric (BEV),PMI Electro,0,33.0,1600000
Karnataka,Mangaluru,2019-01-16,2019,1,Bus,Battery Electric (BEV),Ashok Leyland,0,21.0,67000000
Jharkhand,Dhanbad,2019-10-16,2019,10,2W,Battery Electric (BEV),Hero Electric,1 ,10.0,39000000
NCT of Delhi,New Delhi,2023-08-25,2023,8,Commercial,Battery Electric (BEV),Ashok Leyland,2,144.0,32000000
Maharashtra,Nashik,2018-06-18,2018,6,Car,Battery Electric (BEV),Hyundai,3,24.0,123000000
West Bengal,Siliguri,2018-12-27,2018,12,2W,Battery Electric (BEV),Hero Electric,6,3.0,99000000
Uttar Pradesh,Noida,2018-03-06,2018,3,3W,Battery Electric (BEV),Mahindra Electric,6,0.0,231000000
Uttar  Pradesh,Varanasi,2023-02-23,2023,2,Car,Battery Electric (BEV),Tata Motors,39,87.0,231000000
Delhi,North Delhi,2018-07-14,2018,7,3W,Battery Electric (BEV),Mahindra Electric,0,28.0,32000000
Uttarakhand,Dehradun,2022-05-13,2022,5,2W,Battery Electric (BEV),Okinawa Autotech,1,38.0,11000000
Gujarat,Rajkot,2024-05-06,2024,5,2W,Battery Electric (BEV),Ola Electric,73,88.0,71000000
Assam,Guwahati,2025-03-12,2025,3,3W,Battery Electric (BEV),Kinetic Green,4,35.0,35000000
Bihar,Patna,2025-01-07,2025,1,2W,Battery Electric (BEV),TVS Motor,24,21.0,128000000
Telangana,Hyderabad,2022-09-07,2022,9,2W,Battery Electric (BEV),Hero Electric,17,115.0,39000000
Telangana,Nizamabad,2021-08-22,2021,8,2W,Battery Electric (BEV),Ather Energy,5,74.0,39000000
Gujarat,Surat,2024-08-04,2024,8,Bus,Plug-in Hybrid (PHEV),PMI Electro,4,165.0,71000000
Haryana,Panipat,2025-06-10,2025,6,Car,Battery Electric (BEV),MG Motor,3,113.0,30000000
Himachal Pradesh,Shimla,2021-04-16,2021,4,Bus,Battery Electric (BEV),PMI Electro,0,6.0,7500000
Orissa,Cuttack,2021-11-08,2021,11,2W,Battery Electric (BEV),Hero Electric,2,23.0,46000000
Jammu and Kashmir,Jammu,2021-04-27,2021,4,2W,Battery Electric (BEV),Ola Electric,1,20.0,13000000
UP,Varanasi,2020-02-01,2020,2,Car,Battery Electric (BEV),Hyundai,5,41.0,231000000
Odisha,,2024-01-23,2024,1,3W,,,2,,46000000
Odisha,Rourkela,2022-06-17,2022,6,3W,Battery Electric (BEV),YC Electric,1,14.0,46000000
Jharkhand,Jamshedpur,2025-02-04,2025,2,Commercial,Battery Electric (BEV),Mahindra Electric,1,47.0,39000000
Haryana,Faridabad,2023-06-06,2023,6,Commercial,Battery Electric (BEV),Mahindra Electric,1,75.0,30000000
Andhra Pradesh,Guntur,2024-07-09,2024,7,3W,Battery Electric (BEV),Mahindra Electric,6,47.0,53000000
Rajasthan,,2023-08-21,2023,8,Bus,,,1,,81000000
Uttarakhand,Dehradun,2019-04-19,2019,4,2W,Battery Electric (BEV),Hero Electric,0,4.0,11000000
Goa,South Goa,2022-05-13,2022,5,2W,Battery Electric (BEV),Hero Electric,0,33.0,1600000
Telangana,Nizamabad,2019-01-25,2019,1,2W,Battery Electric (BEV),Hero Electric,7,35.0,39000000
Punjab,Ludhiana,2022-08-23,2022,8,3W,Battery Electric (BEV),Piaggio,2,47.0,30000000
Bihar,Gaya,2021-10-05,2021,10,Car,Battery Electric (BEV),Hyundai,1,23.0,128000000
Karnataka,Mysuru,2021-07-02,2021,7,3W,Battery Electric (BEV),YC Electric,3,69.0,67000000
Himachal Pradesh,Kangra,2018-12-22,2018,12,2W,Battery Electric (BEV),Ola Electric,0,0.0,7500000
Chandigarh,Chandigarh,2021-06-11,2021,6,3W,Battery Electric (BEV),Bajaj Auto,0,8.0,1200000
Jharkhand,Jamshedpur,2019-07-08,2019,7,2W,Battery Electric (BEV),Okinawa Autotech,1,16.0,39000000
Uttar Pradesh,Varanasi,2022-04-05,2022,4,3W,Battery Electric (BEV),Bajaj Auto,24,83.0,231000000
Tamil Nadu,Coimbatore,2019-02-25,2019,2,3W,Battery Electric (BEV),Bajaj Auto,2,44.0,77000000
Karnataka,Hubli,2023-04-09,2023,4,3W,Battery Electric (BEV),Mahindra Electric,12,48.0,67000000
Uttar Pradesh,,2023-02-06,2023,2,2W,,Bajaj Auto,287,,231000000
Haryana,Gurugram,2020-02-10,2020,2,2W,Battery Electric (BEV),Bajaj Auto,1,24.0,30000000
Uttarakhand,Dehradun,2019-02-25,2019,2,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,0,18.0,11000000
Andhra Pradesh,Vijayawada,2023-05-22,2023,5,3W,Battery Electric (BEV),Kinetic Green,6,72.0,53000000
Odisha,Bhubaneswar,2020-02-12,2020,2,Bus,Battery Electric (BEV),Ashok Leyland,0,18.0,46000000
Odisha,Rourkela,2022-07-04,2022,7,3W,Battery Electric (BEV),Piaggio,1,23.0,46000000
Tamil Nadu,Coimbatore,2019-05-03,2019,5,3W,Plug-in Hybrid (PHEV),Mahindra Electric,3,42.0,77000000
Kerala,Kozhikode,2020-03-19,2020,3,Commercial,Battery Electric (BEV),Mahindra Electric,0,14.0,35000000
Uttar Pradesh,Kanpur,2018-11-23,2018,11,2W,Plug-in Hybrid (PHEV),Hero Electric,20,7.0,231000000
Gujarat,Rajkot,2024-09-18,2024,9,3W,Battery Electric (BEV),Piaggio,16,117.0,71000000
Chhattisgarh,Bilaspur,2019-11-25,2019,11,2W,Battery Electric (BEV),Ola Electric,0,14.0,30000000
Kerala,Kozhikode,2025-06-02,2025,6,Commercial,Battery Electric (BEV),Eicher Motors,1,50.0,35000000
Rajasthan,Jodhpur,2023-03-01,2023,3,Bus,Battery Electric (BEV),PMI Electro,1,62.0,81000000
Maharashtra,Nagpur,2020-10-22,2020,10,Commercial,Battery Electric (BEV),Eicher Motors,1,25.0,123000000
West Bengal,Siliguri,2021-06-26,2021,6,3W,Battery Electric (BEV),Mahindra Electric,2,33.0,99000000
Rajasthan,Jaipur,2024-03-17,2024,3,2W,Battery Electric (BEV),Ather Energy,54,83.0,81000000
Assam,,2020-12-08,2020,12,2W,,,1,,35000000
Haryana,Faridabad,2020-02-19,2020,2,Bus,Battery Electric (BEV),Ashok Leyland,0,39.0,30000000
Telangana,Warangal,2023-09-06,2023,9,Car,Battery Electric (BEV),Kia,4,133.0,39000000
Maharashtra,Pune,2020-08-16,2020,8,Commercial,Battery Electric (BEV),Ashok Leyland,1,56.0,123000000
Madhya Pradesh,Jabalpur,2020-10-02,2020,10,2W,Battery Electric (BEV),TVS Motor,5,31.0,85000000
Assam,Silchar,2024-07-08,2024,7,2W,Battery Electric (BEV),Okinawa Autotech,8,15.0,35000000
Himachal Pradesh,Shimla,2023-09-27,2023,9,Car,Battery Electric (BEV),Kia,0,43.0,7500000
Gujarat,Ahmedabad,2024-05-03,2024,5,3W,Battery Electric (BEV),Mahindra Electric,14,162.0,71000000
Bihar,Bhagalpur,2023-12-01,2023,12,Commercial,Battery Electric (BEV),Tata Motors,2,25.0,128000000
Uttar Pradesh,Varanasi,2019-03-03,2019,3,Bus,Battery Electric (BEV),Ashok Leyland,1,45.0,231000000
Rajasthan,Jodhpur,2018-11-25,2018,11,3W,Plug-in Hybrid (PHEV),Piaggio,0,15.0,81000000
Madhya Pradesh,Indore,2022-12-11,2022,12,Commercial,Battery Electric (BEV),Mahindra Electric,2,39.0,85000000
Odisha,Cuttack,2020-11-21,2020,11,2W,Battery Electric (BEV),Hero Electric,1,10.0,46000000
Karnataka,Mysuru,2023-04-02,2023,4,Commercial,Battery Electric (BEV),Mahindra Electric,5,75.0,67000000
Rajasthan,Jaipur,2021-06-11,2021,6,3W,Battery Electric (BEV),YC Electric,2,27.0,81000000
Chhattisgarh,Bilaspur,2024-04-02,2024,4,2W,Battery Electric (BEV),Ather Energy,11,22.0,30000000
Rajasthan,Jodhpur,2024-05-21,2024,5,Car,Battery Electric (BEV),Tata Motors,12,60.0,81000000
West Bengal,,2022-09-13,2022,9,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,1,57.0,99000000
Rajasthan,Jodhpur,2023-12-23,2023,12,Commercial,Battery Electric (BEV),Eicher Motors,3,54.0,81000000
Bihar,Bhagalpur,2024-05-13,2024,5,3W,Battery Electric (BEV),YC Electric,9,13.0,128000000
Rajasthan,Jodhpur,2023-09-19,2023,9,Bus,Battery Electric (BEV),Ashok Leyland,1,26.0,81000000
Rajasthan,Kota,2020-09-20,2020,9,Car,Battery Electric (BEV),Hyundai,1,39.0,81000000
Bihar,Gaya,2021-07-09,2021,7,2W,Battery Electric (BEV),Okinawa Autotech,7,29.0,128000000
Maharashtra,Nashik,2020-10-23,2020,10,Car,Battery Electric (BEV),Mahindra Electric,3,67.0,123000000
Andhra Pradesh,Vijayawada,2024-05-06,2024,5,Bus,Battery Electric (BEV),Ashok Leyland,1,37.0,53000000
Rajasthan,Jaipur,2025-06-12,2025,6,Bus,Battery Electric (BEV),Tata Motors,2,32.0,81000000
Madhya Pradesh,Bhopal,2018-04-20,2018,4,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,0,15.0,85000000
Punjab,Ludhiana,2024-03-05,2024,3,2W,Battery Electric (BEV),TVS Motor,16,74.0,30000000
Maharashtra,Nagpur,2023-01-22,2023,1,3W,Battery Electric (BEV),Piaggio,22,123.0,123000000
West Bengal,Siliguri,2018-08-06,2018,8,3W,Battery Electric (BEV),Bajaj Auto,1,11.0,99000000
Haryana,Faridabad,2019-08-17,2019,8,Bus,Battery Electric (BEV),Olectra Greentech,0,19.0,30000000
Tamil Nadu,Chennai,2020-04-15,2020,4,Car,Battery Electric (BEV),BYD,2,61.0,77000000
Madhya Pradesh,Jabalpur,2022-08-10,2022,8,2W,Battery Electric (BEV),TVS Motor,34,38.0,85000000
Bihar,Patna,2023-01-01,2023,1,Car,Battery Electric (BEV),Tata Motors,11,26.0,128000000
Chandigarh,,2023-04-15,2023,4,Car,Battery Electric (BEV),Tata Motors,0,,1200000
Jammu and Kashmir,Srinagar,2023-12-05,2023,12,2W,Battery Electric (BEV),TVS Motor,3,31.0,13000000
Tamil Nadu,Coimbatore,2023-05-15,2023,5,Bus,Battery Electric (BEV),Olectra Greentech,2,101.0,77000000
Telangana,,2019-03-14,2019,3,Car,Battery Electric (BEV),MG Motor,1,,39000000
Tamil Nadu,Coimbatore,2024-11-25,2024,11,Commercial,Battery Electric (BEV),Mahindra Electric,5,101.0,77000000
West Bengal,Kolkata,2021-11-21,2021,11,Bus,Battery Electric (BEV),Tata Motors,0,45.0,99000000
Telangana,Hyderabad,2020-05-25,2020,5,2W,Battery Electric (BEV),Ather Energy,5,36.0,39000000
Punjab,Jalandhar,2021-05-07,2021,5,3W,Battery Electric (BEV),Kinetic Green,1,42.0,30000000
Odisha,Rourkela,2023-08-11,2023,8,2W,Battery Electric (BEV),TVS Motor,6,28.0,46000000
Kerala,Ernakulam,2022-03-19,2022,3,Car,Battery Electric (BEV),MG Motor,1,36.0,35000000
Jharkhand,Ranchi,2021-05-05,2021,5,2W,Battery Electric (BEV),TVS Motor,2,26.0,39000000
Telangana,Warangal,2022-03-22,2022,3,2W,Battery Electric (BEV),Bajaj Auto,22,102.0,39000000
Chhattisgarh,Bhilai,2023-11-26,2023,11,2W,Battery Electric (BEV),TVS Motor,5,27.0,30000000
Punjab,Ludhiana,2023-10-19,2023,10,Car,Battery Electric (BEV),MG Motor,2,62.0,30000000
Assam,Guwahati,2023-09-04,2023,9,3W,Battery Electric (BEV),Piaggio,1,21.0,35000000
Jharkhand,Jamshedpur,2023-03-22,2023,3,Car,Battery Electric (BEV),Kia,2,24.0,39000000
Delhi,New Delhi,2019-12-16,2019,12,2W,Battery Electric (BEV),Hero Electric,5,47.0,32000000
Tamil Nadu,Madurai,2022-09-01,2022,9,3W,Battery Electric (BEV),Kinetic Green,6,74.0,77000000
Assam,Silchar,2019-05-15,2019,5,Car,Battery Electric (BEV),MG Motor,0,11.0,35000000
Madhya Pradesh,Jabalpur,2022-03-08,2022,3,3W,Battery Electric (BEV),YC Electric,5,64.0,85000000
Madhya Pradesh,Jabalpur,2018-06-12,2018,6,2W,Plug-in Hybrid (PHEV),TVS Motor,5,0.0,85000000
Uttar Pradesh,Varanasi,2018-03-03,2018,3,2W,Battery Electric (BEV),Hero Electric,10,5.0,231000000
Punjab,Amritsar,2025-01-11,2025,1,Commercial,Battery Electric (BEV),Tata Motors,0,108.0,30000000
Telangana,Hyderabad,2021-10-13,2021,10,Commercial,Battery Electric (BEV),Eicher Motors,0,89.0,39000000
Gujarat,Ahmedabad,2019-10-17,2019,10,2W,Battery Electric (BEV),Hero Electric,7,21.0,71000000
Goa,North Goa,2024-12-08,2024,12,3W,Battery Electric (BEV),Piaggio,0,30.0,1600000
Uttar Pradesh,Noida,2020-09-13,2020,9,Car,Battery Electric (BEV),MG Motor,4,75.0,231000000
Tamil Nadu,Salem,2023-07-17,2023,7,3W,Battery Electric (BEV),Bajaj Auto,12,74.0,77000000
Uttarakhand,Dehradun,2024-04-26,2024,4,3W,Battery Electric (BEV),Kinetic Green,0,32.0,11000000
Karnataka,Mangaluru,2022-10-12,2022,10,2W,Battery Electric (BEV),Okinawa Autotech,38,102.0,67000000
Rajasthan,Jaipur,2020-10-27,2020,10,Car,Battery Electric (BEV),Kia,1,34.0,81000000
Goa,North Goa,2020-08-24,2020,8,Commercial,Battery Electric (BEV),Mahindra Electric,0,17.0,1600000
Assam,Silchar,2024-05-24,2024,5,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,9,40.0,35000000
Odisha,Cuttack,2020-07-01,2020,7,Bus,Battery Electric (BEV),Olectra Greentech,0,22.0,46000000
Assam,Dibrugarh,2023-08-20,2023,8,Commercial,Battery Electric (BEV),Tata Motors,0,22.0,35000000
Assam,Dibrugarh,2021-01-02,2021,1,3W,Battery Electric (BEV),Bajaj Auto,0,15.0,35000000
Haryana,Gurugram,2023-04-17,2023,4,2W,Battery Electric (BEV),Ather Energy,15,29.0,30000000
Tamil Nadu,Coimbatore,2022-09-24,2022,9,2W,Plug-in Hybrid (PHEV),TVS Motor,38,44.0,77000000
Maharashtra,Thane,2021-07-14,2021,7,2W,Battery Electric (BEV),Ola Electric,25,90.0,123000000
Madhya Pradesh,Gwalior,2024-06-05,2024,6,Bus,Battery Electric (BEV),Tata Motors,2 ,50.0,85000000
Chandigarh,Chandigarh,2021-09-07,2021,9,Car,Battery Electric (BEV),Mahindra Electric,0,12.0,1200000
Bihar,Bhagalpur,2020-01-09,2020,1,Car,Battery Electric (BEV),Mahindra Electric,1,16.0,128000000
Rajasthan,Kota,2022-10-27,2022,10,3W,Battery Electric (BEV),Piaggio,3,35.0,81000000
Uttar Pradesh,Lucknow,2021-02-02,2021,2,Car,Battery Electric (BEV),BYD,16,31.0,231000000
Gujarat,Rajkot,2024-07-07,2024,7,2W,Battery Electric (BEV),TVS Motor,73,173.0,71000000
Telangana,Nizamabad,2024-12-14,2024,12,2W,Battery Electric (BEV),Ola Electric,47,135.0,39000000
Andhra Pradesh,Guntur,2018-02-26,2018,2,Car,Battery Electric (BEV),BYD,0,14.0,53000000
Andhra Pradesh,Visakhapatnam,2021-06-24,2021,6,Car,Plug-in Hybrid (PHEV),Tata Motors,1,44.0,53000000
Telangana,Nizamabad,2021-05-21,2021,5,Car,Battery Electric (BEV),Tata Motors,3,42.0,39000000
Jharkhand,Jamshedpur,2023-02-06,2023,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,26.0,39000000
Himachal Pradesh,Shimla,2018-09-17,2018,9,Commercial,Battery Electric (BEV),Tata Motors,0,6.0,7500000
Bihar,Patna,2022-09-25,2022,9,Commercial,Battery Electric (BEV),Ashok Leyland,1,15.0,128000000
Andhra Pradesh,Visakhapatnam,2022-08-13,2022,8,Bus,Battery Electric (BEV),PMI Electro,0,63.0,53000000
Andhra Pradesh,Visakhapatnam,2021-10-27,2021,10,Car,Battery Electric (BEV),Tata Motors,1,27.0,53000000
Karnataka,Bengaluru Urban,2024-01-01,2024,1,Car,Battery Electric (BEV),Mahindra Electric,11,74.0,67000000
Rajasthan,Jodhpur,2024-11-24,2024,11,3W,Battery Electric (BEV),Kinetic Green,10,89.0,81000000
Uttarakhand,,2025-01-12,2025,1,3W,Battery Electric (BEV),Kinetic Green,1,16.0,11000000
Chhattisgarh,Bhilai,2019-11-25,2019,11,Commercial,Battery Electric (BEV),Tata Motors,0,10.0,30000000
Gujarat,Rajkot,2023-05-06,2023,5,3W,Battery Electric (BEV),YC Electric,11,58.0,71000000
Tamil Nadu,Madurai,2022-02-24,2022,2,Commercial,Battery Electric (BEV),Tata Motors,3,68.0,77000000
Odisha,Cuttack,2023-05-21,2023,5,Commercial,Battery Electric (BEV),Ashok Leyland,1,9.0,46000000
Andhra Pradesh,Vijayawada,2021-05-22,2021,5,2W,Battery Electric (BEV),Hero Electric,9,32.0,53000000
Gujarat,Vadodara,2021-05-12,2021,5,2W,Battery Electric (BEV),Hero Electric,288,82.0,71000000
Himachal Pradesh,Kangra,2024-04-21,2024,4,3W,Battery Electric (BEV),Kinetic Green,0,39.0,7500000
Gujarat,Rajkot,2019-12-16,2019,12,3W,Battery Electric (BEV),Kinetic Green,2,44.0,71000000
West Bengal,Siliguri,2024-09-21,2024,9,3W,Battery Electric (BEV),Piaggio,10,74.0,99000000
Karnataka,Mangaluru,2023-09-02,2023,9,3W,Battery Electric (BEV),Piaggio,12,133.0,67000000
Kerala,,2022-02-11,2022,2,Car,Battery Electric (BEV),Hyundai,2,,35000000
Tamil Nadu,,2021-07-04,2021,7,Car,Battery Electric (BEV),Hyundai,4,81.0,77000000
Uttar Pradesh,Varanasi,2019-05-11,2019,5,Car,Battery Electric (BEV),Mahindra Electric,7,50.0,231000000
Tamil Nadu,Coimbatore,2024-01-14,2024,1,Commercial,Battery Electric (BEV),Eicher Motors,6,170.0,77000000
West Bengal,Siliguri,2020-09-24,2020,9,Car,Battery Electric (BEV),Hyundai,0,17.0,99000000
Mahrashtra,Nagpur,2021-07-16,2021,7,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,1,39.0,123000000
Haryana,Faridabad,2022-11-17,2022,11,Car,Battery Electric (BEV),MG Motor,1,54.0,30000000
Maharashtra,Nagpur,2019-10-02,2019,10,Bus,Battery Electric (BEV),Tata Motors,0,16.0,123000000
Andhra Pradesh,Guntur,2022-05-27,2022,5,Commercial,Battery Electric (BEV),Tata Motors,1,31.0,53000000
Madhya Pradesh,Bhopal,2020-06-06,2020,6,3W,Battery Electric (BEV),Kinetic Green,1,6.0,85000000
Bihar,Gaya,2020-05-15,2020,5,3W,Battery Electric (BEV),Bajaj Auto,1,4.0,128000000
west bengal,Durgapur,2021-08-27,2021,8,2W,Battery Electric (BEV),Ather Energy,8,31.0,99000000
Punjab,,2023-04-03,2023,4,Commercial,Battery Electric (BEV),Ashok Leyland,1,41.0,30000000
Punjab,Amritsar,2019-03-04,2019,3,Commercial,Battery Electric (BEV),Tata Motors,0,13.0,30000000
Tamil Nadu,Coimbatore,2024-03-19,2024,3,Commercial,Battery Electric (BEV),Tata Motors,8,160.0,77000000
Punjab,Jalandhar,2024-08-05,2024,8,2W,Battery Electric (BEV),Bajaj Auto,15,24.0,30000000
Maharashtra,Nashik,2022-06-01,2022,6,3W,Battery Electric (BEV),Piaggio,15,100.0,123000000
Jharkhand,Dhanbad,2018-02-18,2018,2,Car,Battery Electric (BEV),MG Motor,0 ,0.0,39000000
Karnataka,Bengaluru Urban,2020-06-22,2020,6,Commercial,Battery Electric (BEV),Mahindra Electric,0,25.0,67000000
Karnataka,Hubli,2021-02-18,2021,2,3W,Battery Electric (BEV),YC Electric,4,32.0,67000000
Maharashtra,Nagpur,2024-10-12,2024,10,2W,Battery Electric (BEV),Hero Electric,118,83.0,123000000
West Bengal,Howrah,2024-04-21,2024,4,3W,Battery Electric (BEV),Kinetic Green,16,46.0,99000000
Telangana,Warangal,2023-03-16,2023,3,Commercial,Battery Electric (BEV),Tata Motors,2,142.0,39000000
Telangana,Warangal,2023-12-08,2023,12,Commercial,Battery Electric (BEV),Eicher Motors,3,83.0,39000000
Haryana,Panipat,2021-10-21,2021,10,Car,Plug-in Hybrid (PHEV),MG Motor,0,43.0,30000000
Gujarat,Ahmedabad,2018-10-21,2018,10,2W,Battery Electric (BEV),Bajaj Auto,6,12.0,71000000
Karnataka,Mangaluru,2024-06-10,2024,6,Car,Battery Electric (BEV),Kia,15,98.0,67000000
Madhya Pradesh,Jabalpur,2018-10-21,2018,10,Car,Battery Electric (BEV),BYD,1,9.0,85000000
Telangana,Hyderabad,2020-03-03,2020,3,3W,Battery Electric (BEV),Kinetic Green,1,41.0,39000000
Odisha,Rourkela,2023-02-27,2023,2,Car,Battery Electric (BEV),BYD,1,22.0,46000000
Tamil Nadu,Madurai,2024-02-10,2024,2,Commercial,Battery Electric (BEV),Ashok Leyland,10,58.0,77000000
Haryana,Panipat,2021-03-26,2021,3,3W,Battery Electric (BEV),Mahindra Electric,1,50.0,30000000
Uttar Pradesh,Lucknow,2018-07-22,2018,7,Commercial,Battery Electric (BEV),Mahindra Electric,2,19.0,231000000
Madhya Pradesh,Indore,2019-05-06,2019,5,2W,Battery Electric (BEV),Okinawa Autotech,7,23.0,85000000
Goa,South Goa,2025-06-27,2025,6,Commercial,Battery Electric (BEV),Ashok Leyland,0,46.0,1600000
Andhra Pradesh,Guntur,2018-01-12,2018,1,2W,Plug-in Hybrid (PHEV),Ather Energy,2,0.0,53000000
West Bengal,Siliguri,2021-01-10,2021,1,2W,Battery Electric (BEV),Ola Electric,8,41.0,99000000
uttar pradesh,,2019-03-25,2019,3,3W,Plug-in Hybrid (PHEV),Kinetic Green,11 ,39.0,231000000
Uttar Pradesh,Varanasi,2018-05-23,2018,5,Car,Battery Electric (BEV),MG Motor,5,15.0,231000000
Telangana,Warangal,2022-06-22,2022,6,3W,Battery Electric (BEV),Kinetic Green,4,102.0,39000000
Rajasthan,Jaipur,2025-02-06,2025,2,Commercial,Battery Electric (BEV),Eicher Motors,4,96.0,81000000
Madhya Pradesh,Jabalpur,2024-06-24,2024,6,2W,Battery Electric (BEV),Ather Energy,44,66.0,85000000
Assam,Guwahati,2024-12-15,2024,12,2W,Battery Electric (BEV),Bajaj Auto,7,12.0,35000000
Gujarat,Surat,2022-03-08,2022,3,2W,Battery Electric (BEV),Ola Electric,33,67.0,71000000
Kerala,Kozhikode,2019-05-07,2019,5,2W,Battery Electric (BEV),Hero Electric,3,16.0,35000000
Maharashtra,Nashik,2023-08-25,2023,8,2W,Battery Electric (BEV),Bajaj Auto,104,119.0,123000000
Rajasthan,Jodhpur,2024-06-09,2024,6,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,2,44.0,81000000
Kerala,Ernakulam,2019-06-10,2019,6,2W,Battery Electric (BEV),Ola Electric,2,16.0,35000000
Kerala,Kozhikode,2024-06-02,2024,6,3W,Plug-in Hybrid (PHEV),Piaggio,4,40.0,35000000
West Bengal,Howrah,2025-05-17,2025,5,Bus,Battery Electric (BEV),Olectra Greentech,3,62.0,99000000
West Bengal,Kolkata,2024-05-25,2024,5,Car,Plug-in Hybrid (PHEV),BYD,12,63.0,99000000
Andhra Pradesh,Vijayawada,2018-06-09,2018,6,2W,Battery Electric (BEV),Okinawa Autotech,2,8.0,53000000
Odisha,Rourkela,2023-08-21,2023,8,Car,Battery Electric (BEV),Kia,1,22.0,46000000
Delhi,South Delhi,2022-05-14,2022,5,Car,Battery Electric (BEV),MG Motor,3,116.0,32000000
Punjab,Jalandhar,2021-08-03,2021,8,Car,Plug-in Hybrid (PHEV),Tata Motors,0,20.0,30000000
Chandigarh,Chandigarh,2024-09-04,2024,9,Commercial,Battery Electric (BEV),Mahindra Electric,0,38.0,1200000
Rajasthan,Jaipur,2023-06-26,2023,6,Bus,Battery Electric (BEV),Ashok Leyland,1,28.0,81000000
Kerala,Thiruvananthapuram,2024-09-25,2024,9,Car,Battery Electric (BEV),Kia,3 ,81.0,35000000
Haryana,Faridabad,2023-02-08,2023,2,Car,Plug-in Hybrid (PHEV),MG Motor,2,83.0,30000000
Andhra Pradesh,Vijayawada,2021-07-25,2021,7,2W,Battery Electric (BEV),Ather Energy,6,50.0,53000000
Jharkhand,Jamshedpur,2023-07-24,2023,7,Commercial,Battery Electric (BEV),Tata Motors,1,11.0,39000000
Bihar,Gaya,2019-02-13,2019,2,2W,Battery Electric (BEV),Ola Electric,5,12.0,128000000
Maharashtra,Pune,2022-07-17,2022,7,Bus,Battery Electric (BEV),Tata Motors,4,126.0,123000000
Telangana,Nizamabad,2020-10-13,2020,10,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,3,76.0,39000000
Maharashtra,Nagpur,2025-05-19,2025,5,Car,Battery Electric (BEV),Tata Motors,45,93.0,123000000
Jammu and Kashmir,Jammu,2025-05-19,2025,5,3W,Battery Electric (BEV),Kinetic Green,1,24.0,13000000
West Bengal,Siliguri,2020-06-01,2020,6,Car,Battery Electric (BEV),BYD,1,24.0,99000000
Delhi,East Delhi,2021-07-21,2021,7,Car,Battery Electric (BEV),MG Motor,1,52.0,32000000
Tamil Nadu,Salem,2021-07-04,2021,7,2W,Battery Electric (BEV),Ola Electric,16,40.0,77000000
Himachal Pradesh,Kangra,2022-03-01,2022,3,3W,Battery Electric (BEV),YC Electric,0,23.0,7500000
